customer_id,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn_probability,tenure_group
3146-MSEGF,Female,1,Yes,Yes,72,Two year,Yes,Credit card (automatic),88.05,6425.65,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.04956807262558663,48+ months (Loyal)
4080-OGPJL,Female,0,No,No,8,Month-to-month,No,Electronic check,71.15,563.65,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0.5632699839499911,0-12 months (New)
1095-WGNGG,Female,0,Yes,No,61,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.25259571747168874,48+ months (Loyal)
2636-SJDOU,Male,0,No,No,64,One year,Yes,Credit card (automatic),84.3,5289.05,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,0.17825026527619384,48+ months (Loyal)
1131-QQZEB,Male,1,Yes,No,71,Two year,No,Bank transfer (automatic),23.95,1756.2,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.01000595845737182,48+ months (Loyal)
5716-EZXZN,Female,0,Yes,Yes,65,Two year,Yes,Credit card (automatic),99.05,6416.7,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,0.08961072934467125,48+ months (Loyal)
6837-BJYDQ,Male,0,No,No,3,One year,No,Mailed check,19.6,61.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.23858562054079546,0-12 months (New)
2135-RXIHG,Male,0,No,No,1,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,Yes,No,DSL,No,No,No,No,No,No,0.7551352053524822,0-12 months (New)
6440-DKQGE,Male,0,No,Yes,30,One year,No,Credit card (automatic),64.5,1929.95,No,Yes,No,DSL,No,Yes,Yes,No,Yes,No,0.18351874903705048,25-48 months
3466-BYAVD,Male,0,Yes,Yes,15,Month-to-month,Yes,Mailed check,69.5,1071.4,No,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,0.4340152060182709,13-24 months
3780-YVMFA,Female,0,Yes,Yes,8,Month-to-month,Yes,Electronic check,68.55,564.35,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,0.7036150277750547,0-12 months (New)
3874-EQOEP,Male,0,No,No,7,Month-to-month,No,Mailed check,95.0,655.5,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.8296221991408027,0-12 months (New)
1679-JRFBR,Female,0,Yes,Yes,70,One year,Yes,Credit card (automatic),108.15,7930.55,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.28048505419759906,48+ months (Loyal)
9073-ZZIAY,Male,0,Yes,Yes,62,Two year,No,Electronic check,86.1,5215.25,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.03972318929628281,48+ months (Loyal)
3077-RSNTJ,Female,0,Yes,Yes,6,Month-to-month,No,Mailed check,19.7,113.5,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.28885073347695284,0-12 months (New)
6551-GNYDG,Female,0,Yes,Yes,14,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.7449783365674901,13-24 months
9167-APMXZ,Female,0,No,No,22,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.7862694192421769,13-24 months
2749-CTKAJ,Male,0,Yes,Yes,22,One year,No,Mailed check,20.15,419.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0880496271009407,13-24 months
6371-NZYEG,Male,0,Yes,Yes,16,Two year,No,Mailed check,64.25,1024.0,No,Yes,No,DSL,Yes,No,Yes,No,Yes,No,0.11830368768952153,13-24 months
7554-NEWDD,Male,0,No,No,10,Two year,No,Bank transfer (automatic),25.7,251.6,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.12542435469639926,0-12 months (New)
8992-VONJD,Female,0,No,Yes,13,Month-to-month,Yes,Electronic check,56.0,764.55,No,Yes,No,DSL,Yes,Yes,No,No,No,No,0.46767836342022695,13-24 months
0867-MKZVY,Female,0,Yes,No,20,Month-to-month,No,Electronic check,82.4,1592.35,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.6293845784455362,13-24 months
4482-EWFMI,Female,0,No,No,2,Month-to-month,Yes,Electronic check,69.7,135.2,No,Yes,No,Fiber optic,No,No,No,No,No,No,0.8538068648834842,0-12 months (New)
4648-YPBTM,Male,0,No,No,53,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,0.08783794819668499,48+ months (Loyal)
2907-ILJBN,Female,0,Yes,Yes,11,One year,No,Mailed check,20.6,233.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.13689915503262706,0-12 months (New)
6345-FZOQH,Male,0,Yes,No,69,Two year,No,Mailed check,19.9,1363.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.005710228244019748,48+ months (Loyal)
3376-BMGFE,Female,0,No,No,4,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.7948682958048436,0-12 months (New)
5997-OPVFA,Male,0,Yes,No,72,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.04957946336323584,48+ months (Loyal)
3445-HXXGF,Male,1,Yes,No,58,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,0.3648059522848613,48+ months (Loyal)
1159-WFSGR,Female,0,Yes,Yes,16,Month-to-month,No,Electronic check,20.4,321.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.2699769811276275,13-24 months
7654-YWJUF,Male,0,Yes,No,43,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,0.22346579738700073,25-48 months
1875-QIVME,Female,0,Yes,No,2,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.8846337020208879,0-12 months (New)
6727-IOTLZ,Male,0,Yes,No,14,Two year,No,Mailed check,81.95,1181.75,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0.16833848568465815,13-24 months
0691-JVSYA,Female,0,Yes,No,53,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.4356465129786001,48+ months (Loyal)
5918-VUKWP,Female,0,No,No,32,One year,No,Bank transfer (automatic),20.55,654.55,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.07468022306527076,25-48 months
1744-JHKYS,Female,0,Yes,No,34,Month-to-month,No,Electronic check,24.7,780.2,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.19199093185353938,25-48 months
2656-FMOKZ,Female,1,No,No,15,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.7972433894928451,13-24 months
2070-FNEXE,Female,1,No,No,7,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,0.6731851164004459,0-12 months (New)
5947-SGKCL,Female,0,Yes,Yes,15,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.7873714727114012,13-24 months
3712-PKXZA,Male,0,Yes,No,61,One year,Yes,Credit card (automatic),20.55,1252.0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.024158864382308517,48+ months (Loyal)
6317-YPKDH,Female,0,No,No,1,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,No,No phone service,DSL,No,Yes,No,No,No,No,0.6902373735556322,0-12 months (New)
6582-OIVSP,Female,0,No,No,1,Month-to-month,No,Mailed check,45.3,45.3,No,Yes,No,DSL,No,No,No,No,No,No,0.5892629494927787,0-12 months (New)
9367-WXLCH,Male,0,No,No,8,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.8075191093093355,0-12 months (New)
5524-KHNJP,Male,0,Yes,Yes,33,One year,No,Credit card (automatic),74.75,2453.3,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,0.17520621674191753,25-48 months
1918-ZBFQJ,Female,0,No,No,13,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,0.7681812044667754,13-24 months
1024-GUALD,Female,0,Yes,No,1,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,No,No phone service,DSL,No,No,No,No,No,No,0.8278944654098274,0-12 months (New)
4827-USJHP,Male,0,No,No,20,Month-to-month,Yes,Mailed check,51.8,1023.85,No,Yes,No,DSL,No,Yes,No,No,No,No,0.4365012396807301,13-24 months
8167-GJLRN,Male,0,No,No,3,Month-to-month,No,Electronic check,30.4,82.15,No,No,No phone service,DSL,No,No,No,Yes,No,No,0.7147373821952004,0-12 months (New)
0956-SYCWG,Female,0,No,No,13,One year,No,Electronic check,19.65,244.8,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.21881628750777538,13-24 months
8017-UVSZU,Female,0,Yes,No,40,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,Yes,Yes,DSL,No,Yes,No,No,No,No,0.24133408860894925,25-48 months
7100-FQPRV,Male,0,Yes,Yes,43,One year,Yes,Credit card (automatic),71.9,3173.35,No,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0.13544052326701683,25-48 months
2472-OVKUP,Male,0,Yes,No,6,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,0.8279920790472589,0-12 months (New)
2984-RGEYA,Female,0,Yes,Yes,69,Two year,No,Bank transfer (automatic),19.75,1375.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0052015651846805564,48+ months (Loyal)
9680-NIAUV,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),109.7,8129.3,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.10842696634103736,48+ months (Loyal)
2146-EGVDT,Male,0,Yes,Yes,59,Two year,No,Credit card (automatic),19.3,1192.7,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.008089285272430373,48+ months (Loyal)
2604-IJPDU,Female,0,Yes,No,20,Month-to-month,Yes,Electronic check,96.55,1901.65,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,0.6271887604753839,13-24 months
9178-JHUVJ,Male,0,Yes,Yes,24,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.07924772113950738,25-48 months
6168-YBYNP,Male,0,No,No,59,Month-to-month,Yes,Electronic check,111.35,6519.75,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.6436509041771546,48+ months (Loyal)
7255-SSFBC,Male,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.16169978382630285,48+ months (Loyal)
3645-DEYGF,Male,0,No,Yes,1,Month-to-month,No,Mailed check,20.75,20.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.35344511937177847,0-12 months (New)
9323-HGFWY,Female,0,Yes,No,27,One year,Yes,Credit card (automatic),101.9,2681.15,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,0.4273335974805463,25-48 months
8544-GOQSH,Female,0,No,No,14,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,0.6248741107823167,13-24 months
3363-DTIVD,Male,0,Yes,Yes,71,Two year,No,Electronic check,105.55,7405.5,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0.15751946405712275,48+ months (Loyal)
7018-WBJNK,Male,0,No,Yes,13,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.7599072437696066,13-24 months
9142-KZXOP,Male,0,No,No,44,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,Yes,No,Fiber optic,No,No,No,No,No,No,0.40883557521429226,25-48 months
7674-YTAFD,Female,0,No,No,33,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,0.3435848089427985,25-48 months
6348-SNFUS,Male,0,Yes,Yes,72,Two year,Yes,Credit card (automatic),55.45,4179.2,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,0.022348311918964445,48+ months (Loyal)
1285-OKIPP,Male,0,No,No,1,Month-to-month,No,Electronic check,79.9,79.9,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.8500305905631261,0-12 months (New)
7825-ECJRF,Female,0,No,No,19,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0.7268196524608886,13-24 months
1347-KTTTA,Male,0,Yes,No,64,One year,Yes,Credit card (automatic),102.45,6654.1,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.30134347314757154,48+ months (Loyal)
7841-TZDMQ,Male,0,No,No,2,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,Yes,No,DSL,No,No,No,No,No,No,0.663082061688769,0-12 months (New)
4195-NZGTA,Female,0,No,No,1,Month-to-month,No,Electronic check,25.25,25.25,No,No,No phone service,DSL,No,No,No,No,No,No,0.7820347065759485,0-12 months (New)
7157-SMCFK,Male,0,No,Yes,61,Two year,No,Mailed check,19.75,1124.2,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.007289179781028382,48+ months (Loyal)
4709-LKHYG,Female,0,Yes,Yes,29,One year,No,Electronic check,20.0,540.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.09121401416898552,25-48 months
2504-DSHIH,Male,1,Yes,No,23,Month-to-month,No,Electronic check,86.8,1975.85,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.8012314980972292,13-24 months
0699-NDKJM,Female,0,Yes,No,57,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,0.2759721183019798,48+ months (Loyal)
9286-BHDQG,Male,0,Yes,Yes,72,Two year,No,Credit card (automatic),45.25,3139.8,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,0.009536937688389811,48+ months (Loyal)
0230-WEQUW,Male,0,Yes,No,66,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,0.033903546795304655,48+ months (Loyal)
2040-LDIWQ,Male,0,Yes,Yes,65,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0.06794536227239262,48+ months (Loyal)
6496-JDSSB,Female,0,No,No,8,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.8159107456437003,0-12 months (New)
9408-SSNVZ,Female,0,No,No,4,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8429270025267979,0-12 months (New)
4443-EMBNA,Female,0,Yes,No,71,Two year,No,Bank transfer (automatic),24.75,1836.9,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0077682000695244325,48+ months (Loyal)
6469-MRVET,Male,0,Yes,Yes,1,One year,Yes,Electronic check,20.2,20.2,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.360965559296858,0-12 months (New)
0742-MOABM,Male,0,Yes,No,4,Month-to-month,No,Mailed check,50.05,179.35,Yes,Yes,No,DSL,No,No,No,Yes,No,No,0.48215592601830487,0-12 months (New)
5961-VUSRV,Female,0,No,No,12,One year,Yes,Bank transfer (automatic),19.35,219.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.23398384719875692,13-24 months
6778-JFCMK,Male,0,No,No,24,One year,Yes,Mailed check,50.6,1288.75,No,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,0.42949582407335324,25-48 months
6341-JVQGF,Female,0,Yes,Yes,31,One year,Yes,Mailed check,81.15,2545.75,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0.1870875362177688,25-48 months
2232-DMLXU,Female,0,Yes,No,1,Month-to-month,No,Mailed check,55.2,55.2,Yes,Yes,No,DSL,No,No,No,No,Yes,No,0.6304403441785185,0-12 months (New)
4811-JBUVU,Male,0,No,No,30,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,0.6830011209261742,25-48 months
0945-TSONX,Female,0,Yes,Yes,47,Two year,Yes,Credit card (automatic),85.3,4107.25,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,0.07750603520986078,25-48 months
2651-ZCBXV,Male,0,No,No,54,Two year,Yes,Credit card (automatic),108.0,5760.65,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0.20206280023285825,48+ months (Loyal)
3316-UWXUY,Male,0,No,No,50,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,0.3820734847318479,48+ months (Loyal)
8937-RDTHP,Male,0,No,No,1,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,0.7793577483440685,0-12 months (New)
7083-MIOPC,Female,0,No,No,72,Two year,No,Credit card (automatic),20.25,1566.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.00528866329963918,48+ months (Loyal)
1984-GPTEH,Female,0,No,No,29,Month-to-month,No,Electronic check,25.15,702.0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.24070342974744435,25-48 months
1251-KRREG,Male,0,No,No,2,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,0.6763953535396585,0-12 months (New)
0621-JFHOL,Female,0,No,No,10,Two year,Yes,Mailed check,29.6,299.05,No,No,No phone service,DSL,No,No,No,Yes,No,No,0.29127685571044215,0-12 months (New)
9903-LYSAB,Male,0,Yes,No,18,Month-to-month,Yes,Electronic check,73.15,1305.95,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.8119844489475293,13-24 months
0094-OIFMO,Female,1,No,No,11,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,0.8856393644931997,0-12 months (New)
9227-UAQFT,Male,0,No,No,16,Two year,No,Mailed check,19.75,284.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0733070891182488,13-24 months
7301-ABVAD,Female,0,No,No,72,Two year,No,Bank transfer (automatic),86.6,6350.5,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0.05151219940673711,48+ months (Loyal)
6614-FHDBO,Male,0,No,No,72,Two year,No,Bank transfer (automatic),109.2,7878.3,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.1550727189526424,48+ months (Loyal)
7576-ASEJU,Female,0,Yes,Yes,41,One year,Yes,Credit card (automatic),74.7,3187.65,No,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,0.1567583163446927,25-48 months
9058-HRZSV,Female,1,Yes,No,65,Month-to-month,No,Electronic check,94.4,6126.15,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.3735666234213763,48+ months (Loyal)
4522-AKYLR,Female,1,No,No,13,Month-to-month,Yes,Electronic check,54.8,731.3,No,Yes,No,DSL,No,Yes,Yes,No,No,No,0.6508851331841339,13-24 months
0221-WMXNQ,Male,1,No,No,4,Month-to-month,No,Electronic check,75.35,273.4,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,0.7666542608324481,0-12 months (New)
0303-UNCIP,Male,0,No,No,41,One year,No,Mailed check,65.0,2531.8,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,0.20309633248099368,25-48 months
9947-OTFQU,Male,1,No,No,15,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,0.8034671634158508,13-24 months
0322-YINQP,Male,0,No,No,1,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,Yes,No,DSL,Yes,No,No,No,No,No,0.5932950757412674,0-12 months (New)
0959-WHOKV,Male,0,No,No,42,One year,Yes,Electronic check,99.0,4298.45,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.48553126900123117,25-48 months
4075-JFPGR,Female,0,Yes,No,51,One year,Yes,Electronic check,93.5,4619.55,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,0.32242056293491356,48+ months (Loyal)
4629-NRXKX,Female,0,Yes,Yes,2,Month-to-month,No,Electronic check,70.4,147.15,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.7650318644785156,0-12 months (New)
9514-JDSKI,Male,1,Yes,No,1,Month-to-month,No,Electronic check,40.2,40.2,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,No,0.820405131388519,0-12 months (New)
3282-ZISZV,Male,0,No,Yes,32,One year,No,Credit card (automatic),83.7,2633.3,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0.22664562803269706,25-48 months
3675-YDUPJ,Male,0,No,No,10,Month-to-month,Yes,Mailed check,19.85,193.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.3769838750433122,0-12 months (New)
4111-BNXIF,Female,0,Yes,Yes,67,Two year,Yes,Electronic check,59.55,4103.9,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,0.07512453496188982,48+ months (Loyal)
7017-VFHAY,Female,0,Yes,Yes,61,Two year,No,Credit card (automatic),115.1,7008.15,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.10525400737253722,48+ months (Loyal)
6655-LHBYW,Male,0,No,No,50,One year,No,Credit card (automatic),114.35,5791.1,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.29433704079078127,48+ months (Loyal)
4959-JOSRX,Female,0,Yes,No,2,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Yes,Yes,No,DSL,No,No,No,No,No,No,0.653532921799877,0-12 months (New)
